KIT ID Number,Borough,Zipcode,Date Collected,Received Date,First Draw at-the-tap Lead level (µg/l),First Draw at-the-tap copper level (mg/l)
16129777,STATEN ISLAND,10312,07/11/2016,07/14/2016,0,0.084
16129515,STATEN ISLAND,10306,07/11/2016,07/15/2016,0,0.118
16129364,STATEN ISLAND,10308,07/13/2016,07/15/2016,1,0.084
16129719,STATEN ISLAND,10309,07/15/2016,07/18/2016,1,0.089
16129384,STATEN ISLAND,10309,07/18/2016,07/21/2016,8,0.151
16129738,STATEN ISLAND,10306,07/21/2016,07/25/2016,0,0.121
16129390,STATEN ISLAND,10305,07/22/2016,07/27/2016,0,0.143
16129791,STATEN ISLAND,10304,07/23/2016,07/27/2016,6,0.139
16129773,STATEN ISLAND,10314,07/28/2016,08/03/2016,0,0.162
16129755,STATEN ISLAND,10309,07/29/2016,08/02/2016,0,0.097
16233485,STATEN ISLAND,10314,08/01/2016,08/05/2016,1,0.13
16129560,STATEN ISLAND,10312,08/01/2016,08/05/2016,2,0.075
16129571,STATEN ISLAND,10306,08/08/2016,08/11/2016,1,0.178
16129578,STATEN ISLAND,10305,08/10/2016,08/10/2016,0,0.145
16129761,STATEN ISLAND,10314,08/11/2016,08/17/2016,75,0.123
16129415,STATEN ISLAND,10312,08/11/2016,08/15/2016,0,0.052
16129580,STATEN ISLAND,10308,08/13/2016,08/16/2016,1,0.112
16129741,STATEN ISLAND,10308,08/15/2016,08/19/2016,2,0.071
16129387,STATEN ISLAND,10306,08/18/2016,08/22/2016,9,0.11
16129554,STATEN ISLAND,10306,08/23/2016,08/26/2016,1,0.115
16129557,STATEN ISLAND,10309,08/26/2016,08/29/2016,0,0.096
16129541,STATEN ISLAND,10309,09/01/2016,09/06/2016,1,0.109
16129405,STATEN ISLAND,10309,09/06/2016,09/12/2016,0,0.11
16129590,STATEN ISLAND,10310,09/14/2016,09/20/2016,17,0.097
16129639,STATEN ISLAND,10310,09/19/2016,09/21/2016,3,0.051
16129747,STATEN ISLAND,10308,09/28/2016,09/30/2016,0,0.125
17142058,STATEN ISLAND,10309,06/06/2017,06/09/2017,11,0.105
17141879,STATEN ISLAND,10314,06/06/2017,06/09/2017,0,0.123
17142068,STATEN ISLAND,10314,06/06/2017,06/09/2017,0,0.017
17142040,STATEN ISLAND,10306,06/06/2017,06/09/2017,17,0.106
17141873,STATEN ISLAND,10308,06/07/2017,06/12/2017,0,0.102
17142273,STATEN ISLAND,10314,06/07/2017,06/09/2017,0,0.124
17142066,STATEN ISLAND,10309,06/07/2017,06/09/2017,1,0.122
17141856,STATEN ISLAND,10308,06/07/2017,06/12/2017,0,0.109
17142030,STATEN ISLAND,10308,06/07/2017,06/09/2017,0,0.107
17142247,STATEN ISLAND,10309,06/07/2017,06/09/2017,3,0.074
17141878,STATEN ISLAND,10303,06/07/2017,06/09/2017,0,0.114
17142046,STATEN ISLAND,10312,06/07/2017,06/13/2017,2,0.181
17141889,STATEN ISLAND,10306,06/07/2017,06/09/2017,2,0.105
17141920,STATEN ISLAND,10306,06/07/2017,06/09/2017,0,0.13
17141953,STATEN ISLAND,10308,06/07/2017,06/09/2017,0,0.097
17142310,STATEN ISLAND,10306,06/07/2017,06/09/2017,0,0.124
17141885,STATEN ISLAND,10309,06/07/2017,06/09/2017,0,0.036
17141903,STATEN ISLAND,10314,06/07/2017,06/09/2017,0,0.038
17142259,STATEN ISLAND,10306,06/07/2017,06/09/2017,1,0.078
17142266,STATEN ISLAND,10309,06/07/2017,06/09/2017,0,0.077
17142237,STATEN ISLAND,10307,06/07/2017,06/09/2017,0,0.037
17141899,STATEN ISLAND,10304,06/07/2017,06/13/2017,37,0.134
17142042,STATEN ISLAND,10309,06/07/2017,06/12/2017,0,0.115
17141870,STATEN ISLAND,10306,06/07/2017,06/09/2017,1,0.123
17142063,STATEN ISLAND,10309,06/07/2017,06/09/2017,0,0.152
17141886,STATEN ISLAND,10308,06/07/2017,06/09/2017,0,0.133
17142048,STATEN ISLAND,10303,06/07/2017,06/12/2017,0,0.147
17141912,STATEN ISLAND,10309,06/07/2017,06/12/2017,0,0.111
17142038,STATEN ISLAND,10312,06/08/2017,06/13/2017,4,0.175
17141896,STATEN ISLAND,10314,06/08/2017,06/09/2017,2,0.143
17141861,STATEN ISLAND,10306,06/08/2017,06/14/2017,1,0.082
17142221,STATEN ISLAND,10314,06/08/2017,06/09/2017,0,0.087
17142330,STATEN ISLAND,10309,06/08/2017,06/13/2017,1,0.242
17142014,STATEN ISLAND,10306,06/08/2017,06/09/2017,0,0.119
17141862,STATEN ISLAND,10306,06/08/2017,06/09/2017,0,0.157
17141876,STATEN ISLAND,10306,06/08/2017,06/09/2017,1,0.131
17141857,STATEN ISLAND,10306,06/08/2017,06/13/2017,0,0.106
17141911,STATEN ISLAND,10305,06/08/2017,06/13/2017,2,0.157
17141865,STATEN ISLAND,10314,06/08/2017,06/09/2017,0,0.023
17141892,STATEN ISLAND,10314,06/08/2017,06/09/2017,0,0.024
17141990,STATEN ISLAND,10306,06/08/2017,06/09/2017,0,0.116
17142023,STATEN ISLAND,10306,06/08/2017,06/09/2017,2,0.143
17142284,STATEN ISLAND,10312,06/08/2017,06/12/2017,3,0.066
17142070,STATEN ISLAND,10312,06/08/2017,06/12/2017,3,0.137
17142081,STATEN ISLAND,10312,06/08/2017,06/19/2017,0,0.079
17142044,STATEN ISLAND,10312,06/08/2017,06/13/2017,0,0.084
17142267,STATEN ISLAND,10312,06/08/2017,06/12/2017,2,0.09
17141888,STATEN ISLAND,10314,06/08/2017,06/12/2017,0,0.141
17141917,STATEN ISLAND,10312,06/08/2017,06/14/2017,13,0.108
17141898,STATEN ISLAND,10307,06/08/2017,06/13/2017,0,0.274
17142214,STATEN ISLAND,10312,06/08/2017,06/12/2017,3,0.113
17142029,STATEN ISLAND,10309,06/08/2017,06/12/2017,0,0.155
17141877,STATEN ISLAND,10305,06/09/2017,06/13/2017,0,0.118
17141942,STATEN ISLAND,10309,06/09/2017,06/14/2017,0,0.129
17141890,STATEN ISLAND,10306,06/09/2017,06/14/2017,0,0.156
17141757,STATEN ISLAND,10308,06/09/2017,06/14/2017,0,0.138
17142098,STATEN ISLAND,10309,06/09/2017,06/13/2017,11,0.161
17142329,STATEN ISLAND,10312,06/09/2017,06/12/2017,0,0.091
17142018,STATEN ISLAND,10308,06/09/2017,06/13/2017,0,0.147
17141902,STATEN ISLAND,10314,06/09/2017,06/13/2017,0,0.106
17142263,STATEN ISLAND,10309,06/09/2017,06/13/2017,0,0.077
17142037,STATEN ISLAND,10309,06/09/2017,06/14/2017,3,0.249
17142065,STATEN ISLAND,10309,06/09/2017,06/13/2017,0,0.086
17141880,STATEN ISLAND,10314,06/10/2017,06/14/2017,5,0.171
17141839,STATEN ISLAND,10304,06/10/2017,06/19/2017,9,0.143
17141975,STATEN ISLAND,10310,06/10/2017,06/15/2017,5,0.146
17141859,STATEN ISLAND,10309,06/10/2017,06/13/2017,0,0.089
17141807,STATEN ISLAND,10301,06/10/2017,06/13/2017,4,0.085
17142079,STATEN ISLAND,10309,06/10/2017,06/13/2017,0,0.079
17142020,STATEN ISLAND,10309,06/10/2017,06/14/2017,0,0.105
17142209,STATEN ISLAND,10312,06/10/2017,06/13/2017,1,0.112
17142051,STATEN ISLAND,10308,06/10/2017,06/13/2017,2,0.135
17141766,STATEN ISLAND,10314,06/10/2017,06/13/2017,1,0.192
17141925,STATEN ISLAND,10309,06/10/2017,06/13/2017,0,0.045
17142021,STATEN ISLAND,10309,06/10/2017,06/13/2017,0,0.162
17142229,STATEN ISLAND,10306,06/10/2017,06/14/2017,0,0.106
17141772,STATEN ISLAND,10303,06/10/2017,06/13/2017,0,0.127
17142080,STATEN ISLAND,10309,06/11/2017,06/14/2017,0,0.101
17141864,STATEN ISLAND,10312,06/11/2017,06/14/2017,2,0.141
17141916,STATEN ISLAND,10312,06/11/2017,06/15/2017,39,0.127
17142223,STATEN ISLAND,10309,06/11/2017,06/15/2017,0,0.131
17142017,STATEN ISLAND,10309,06/11/2017,06/15/2017,2,0.172
17142242,STATEN ISLAND,10312,06/11/2017,06/14/2017,0,0.04
17142033,STATEN ISLAND,10309,06/11/2017,06/13/2017,0,0.111
17141965,STATEN ISLAND,10308,06/12/2017,06/13/2017,0,0.084
17142268,STATEN ISLAND,10312,06/12/2017,06/14/2017,1,0.099
17142064,STATEN ISLAND,10309,06/12/2017,06/14/2017,0,0.145
17141868,STATEN ISLAND,10306,06/12/2017,06/15/2017,0,0.109
17141895,STATEN ISLAND,10309,06/12/2017,06/15/2017,2,0.093
17142245,STATEN ISLAND,10303,06/12/2017,06/14/2017,2,0.06
17141927,STATEN ISLAND,10309,06/12/2017,06/13/2017,3,0.264
17141790,STATEN ISLAND,10301,06/12/2017,06/14/2017,7,0.196
17141863,STATEN ISLAND,10312,06/12/2017,06/14/2017,0,0.046
17142278,STATEN ISLAND,10308,06/12/2017,06/14/2017,0,0.166
17141882,STATEN ISLAND,10312,06/12/2017,06/15/2017,0,0.152
17142036,STATEN ISLAND,10309,06/12/2017,06/14/2017,0,0.13
17142055,STATEN ISLAND,10312,06/13/2017,06/15/2017,1,0.131
17142244,STATEN ISLAND,10314,06/13/2017,06/14/2017,5,0.156
17142013,STATEN ISLAND,10309,06/13/2017,06/15/2017,0,0.066
17142045,STATEN ISLAND,10306,06/13/2017,06/15/2017,0,0.141
17141871,STATEN ISLAND,10306,06/13/2017,06/15/2017,3,0.184
17141904,STATEN ISLAND,10309,06/14/2017,06/19/2017,0,0.134
17142076,STATEN ISLAND,10308,06/14/2017,06/19/2017,0,0.114
17142088,STATEN ISLAND,10312,06/14/2017,06/16/2017,0,0.053
17142276,STATEN ISLAND,10308,06/14/2017,06/19/2017,0,0.17
17142059,STATEN ISLAND,10312,06/14/2017,06/16/2017,1,0.147
17142077,STATEN ISLAND,10308,06/14/2017,06/19/2017,2,0.086
17142012,STATEN ISLAND,10312,06/14/2017,06/15/2017,0,0.151
17141785,STATEN ISLAND,10307,06/15/2017,06/19/2017,0,0.164
17141930,STATEN ISLAND,10310,06/15/2017,06/19/2017,1,0.169
17142272,STATEN ISLAND,10314,06/15/2017,06/16/2017,2,0.089
17141759,STATEN ISLAND,10306,06/15/2017,06/19/2017,0,0.093
17142248,STATEN ISLAND,10314,06/15/2017,06/19/2017,0,0.092
17142250,STATEN ISLAND,10314,06/16/2017,06/19/2017,0,0.156
17142283,STATEN ISLAND,10312,06/16/2017,06/19/2017,0,0.107
17141869,STATEN ISLAND,10308,06/16/2017,06/19/2017,0,0.09
17142265,STATEN ISLAND,10306,06/17/2017,06/21/2017,0,0.076
17142028,STATEN ISLAND,10308,06/17/2017,06/22/2017,0,0.122
17141860,STATEN ISLAND,10308,06/17/2017,06/22/2017,15,0.246
17142240,STATEN ISLAND,10306,06/17/2017,06/22/2017,2,0.195
17142034,STATEN ISLAND,10301,06/17/2017,06/21/2017,0,0.181
17141891,STATEN ISLAND,10309,06/17/2017,06/20/2017,0,0.111
17142071,STATEN ISLAND,10314,06/18/2017,06/21/2017,0,0.071
17142216,STATEN ISLAND,10314,06/19/2017,06/26/2017,0,0.04
17142097,STATEN ISLAND,10314,06/20/2017,06/22/2017,1,0.047
17141866,STATEN ISLAND,10309,06/20/2017,06/22/2017,0,0.129
17142069,STATEN ISLAND,10306,06/20/2017,06/22/2017,0,0.176
17142057,STATEN ISLAND,10309,06/20/2017,06/23/2017,0,0.122
17142256,STATEN ISLAND,10309,06/21/2017,06/26/2017,9,0.172
17142282,STATEN ISLAND,10304,06/22/2017,06/26/2017,0,0.135
17142083,STATEN ISLAND,10314,06/22/2017,06/29/2017,2,0.115
17142016,STATEN ISLAND,10308,06/23/2017,06/26/2017,0,0.127
17142210,STATEN ISLAND,10309,06/23/2017,06/26/2017,2,0.119
17142156,STATEN ISLAND,10301,06/24/2017,06/27/2017,44,0.126
17142218,STATEN ISLAND,10314,06/25/2017,06/27/2017,0,0.103
17141887,STATEN ISLAND,10304,06/27/2017,06/30/2017,2,0.132
17142056,STATEN ISLAND,10312,06/27/2017,06/30/2017,55,0.103
17142262,STATEN ISLAND,10306,06/28/2017,07/05/2017,3,0.1
17141897,STATEN ISLAND,10306,06/29/2017,07/05/2017,2,0.132
17142249,STATEN ISLAND,10308,06/30/2017,07/06/2017,0,0.122
17142275,STATEN ISLAND,10309,06/30/2017,07/05/2017,7,0.049
17142039,STATEN ISLAND,10309,07/01/2017,07/05/2017,1,0.114
17142053,STATEN ISLAND,10309,07/01/2017,07/05/2017,0,0.099
17141875,STATEN ISLAND,10306,07/01/2017,07/05/2017,0,0.121
17142074,STATEN ISLAND,10305,07/04/2017,07/07/2017,0,0.138
17142047,STATEN ISLAND,10306,07/04/2017,07/10/2017,0,0.184
17141881,STATEN ISLAND,10312,07/05/2017,07/12/2017,1,0.038
17142217,STATEN ISLAND,10309,07/09/2017,07/14/2017,0,0.164
17142202,STATEN ISLAND,10301,07/10/2017,07/13/2017,4,0.104
17142239,STATEN ISLAND,10314,07/11/2017,07/13/2017,0,0.11
17141883,STATEN ISLAND,10314,07/14/2017,07/19/2017,2,0.182
17142003,STATEN ISLAND,10306,07/14/2017,07/19/2017,190,0.138
17141894,STATEN ISLAND,10309,07/14/2017,07/19/2017,7,0.175
17142251,STATEN ISLAND,10308,07/15/2017,07/19/2017,0,0.056
17141915,STATEN ISLAND,10309,07/16/2017,07/19/2017,32,0.088
17141962,STATEN ISLAND,10305,07/17/2017,07/24/2017,4,0.028
17142032,STATEN ISLAND,10305,07/18/2017,07/20/2017,0,0.111
17142041,STATEN ISLAND,10306,07/18/2017,07/21/2017,0,0.137
17141960,STATEN ISLAND,10304,07/20/2017,07/31/2017,34,0.183
17141900,STATEN ISLAND,10305,07/21/2017,07/26/2017,0,0.156
17141909,STATEN ISLAND,10305,07/21/2017,07/25/2017,0,0.097
17142082,STATEN ISLAND,10304,07/22/2017,07/25/2017,1,0.107
17142067,STATEN ISLAND,10306,07/23/2017,07/26/2017,0,0.133
17141914,STATEN ISLAND,10303,07/24/2017,07/26/2017,1,0.171
17142015,STATEN ISLAND,10306,07/28/2017,08/02/2017,6,0.289
17142052,STATEN ISLAND,10312,07/30/2017,08/03/2017,0,0.035
17142264,STATEN ISLAND,10314,08/11/2017,08/15/2017,0,0.172
17141872,STATEN ISLAND,10312,08/13/2017,08/16/2017,0,0.098
17141929,STATEN ISLAND,10308,08/15/2017,08/18/2017,1,0.125
17142043,Staten Island,10309,08/16/2017,08/18/2017,0,0.091
17142232,STATEN ISLAND,10308,08/22/2017,08/25/2017,2,0.095
17142073,STATEN ISLAND,10306,08/26/2017,08/28/2017,7,0.107
17142246,STATEN ISLAND,10309,09/06/2017,09/12/2017,0,0.085
17142313,STATEN ISLAND,10314,09/17/2017,09/22/2017,2,0.174
17142084,STATEN ISLAND,10305,09/20/2017,09/27/2017,3,0.239
17142054,STATEN ISLAND,10312,09/21/2017,09/27/2017,0,0.043
17141874,STATEN ISLAND,10308,09/23/2017,09/27/2017,1,0.114
17142085,STATEN ISLAND,10310,09/25/2017,09/29/2017,2,0.089
17142285,Staten Island,10306,09/25/2017,10/05/2017,0,0.108
17141926,STATEN ISLAND,10308,09/25/2017,09/29/2017,0,0.1
17142211,STATEN ISLAND,10314,09/30/2017,10/05/2017,17,0.225
22190426,QUEENS,11418,06/07/2022,06/10/2022,3,0.069
22190296,QUEENS,11432,06/07/2022,06/09/2022,2,0.042
22190495,QUEENS,11358,06/07/2022,06/13/2022,27,0.345
22190252,QUEENS,11691,06/07/2022,06/10/2022,0,0.119
22190534,QUEENS,11354,06/07/2022,06/13/2022,1,0.199
22190538,STATEN ISLAND,10314,06/07/2022,06/13/2022,0,0.064
22190192,QUEENS,11385,06/08/2022,06/09/2022,2,0.121
22190173,STATEN ISLAND,10309,06/08/2022,06/13/2022,0,0.059
22190446,QUEENS,11378,06/08/2022,06/09/2022,8,0.104
22190373,QUEENS,11432,06/08/2022,06/09/2022,9,0.193
22190525,QUEENS,11385,06/08/2022,06/10/2022,10,0.018
22190306,STATEN ISLAND,10306,06/08/2022,06/10/2022,0,0.128
22190216,STATEN ISLAND,10312,06/08/2022,06/09/2022,2,0.128
22190388,STATEN ISLAND,10312,06/08/2022,06/10/2022,1,0.163
22190163,STATEN ISLAND,10302,06/08/2022,06/09/2022,4,0.134
22190209,STATEN ISLAND,10314,06/08/2022,06/13/2022,0,0.195
22190312,BROOKLYN,11231,06/08/2022,06/09/2022,4,0.124
22190455,STATEN ISLAND,10314,06/08/2022,06/21/2022,0,0.083
22190503,QUEENS,11379,06/08/2022,06/09/2022,5,0.178
22190545,STATEN ISLAND,10309,06/08/2022,06/09/2022,0,0.142
22190231,BROOKLYN,11220,06/08/2022,06/09/2022,6,0.11
22190566,QUEENS,11368,06/08/2022,06/15/2022,2,0.01
22190433,STATEN ISLAND,10312,06/08/2022,06/10/2022,5,0.127
22190383,STATEN ISLAND,10306,06/08/2022,06/09/2022,0,0.14
22190198,QUEENS,11361,06/08/2022,06/09/2022,0,0.097
22190557,BROOKLYN,11220,06/08/2022,06/10/2022,8,0.123
22190531,QUEENS,11417,06/08/2022,06/09/2022,2,0.015
22190344,STATEN ISLAND,10308,06/08/2022,06/09/2022,1,0.142
22190353,BRONX,10461,06/08/2022,06/13/2022,12,0.082
22190448,QUEENS,11361,06/08/2022,06/09/2022,10,0.027
22190225,BROOKLYN,11215,06/08/2022,06/09/2022,8,0.108
22190180,BROOKLYN,11215,06/08/2022,06/13/2022,3,0.145
22190191,QUEENS,11375,06/08/2022,06/16/2022,0,0.157
22190369,QUEENS,11375,06/08/2022,06/13/2022,2,0.074
22190407,QUEENS,11363,06/08/2022,06/09/2022,2,0.133
22190227,BROOKLYN,11221,06/08/2022,06/10/2022,7,0.17
22190300,STATEN ISLAND,10301,06/08/2022,06/09/2022,2,0.176
22190368,QUEENS,11372,06/08/2022,06/10/2022,7,0.03
22190415,STATEN ISLAND,10306,06/08/2022,06/09/2022,0,0.128
22190468,STATEN ISLAND,10312,06/08/2022,06/10/2022,0,0.089
22190562,BROOKLYN,11223,06/08/2022,06/10/2022,19,0.04
22190212,STATEN ISLAND,10312,06/08/2022,06/09/2022,0,0.094
22190345,STATEN ISLAND,10312,06/08/2022,06/10/2022,0,0.123
22190512,STATEN ISLAND,10309,06/08/2022,06/09/2022,0,0.104
22190259,STATEN ISLAND,10308,06/08/2022,06/09/2022,0,0.113
22190502,STATEN ISLAND,10306,06/08/2022,06/10/2022,0,0.156
22190575,QUEENS,11378,06/08/2022,06/09/2022,4,0.098
22190416,STATEN ISLAND,10308,06/08/2022,06/13/2022,0,0.11
22190447,QUEENS,11385,06/09/2022,06/13/2022,9,0.087
22190450,QUEENS,11691,06/09/2022,06/10/2022,0,0.22
22190319,BROOKLYN,11218,06/09/2022,06/10/2022,171,0.166
22190279,BROOKLYN,11214,06/09/2022,06/10/2022,3,0.123
22190382,STATEN ISLAND,10306,06/09/2022,06/10/2022,0,0.163
22190346,STATEN ISLAND,10309,06/09/2022,06/10/2022,9,0.116
22190307,STATEN ISLAND,10312,06/09/2022,06/10/2022,3,0.133
22190498,QUEENS,11432,06/09/2022,06/10/2022,0,0.083
22190516,BROOKLYN,11231,06/09/2022,06/10/2022,4,0.139
22190554,BROOKLYN,11215,06/09/2022,06/10/2022,4,0.15
22190418,STATEN ISLAND,10306,06/09/2022,06/10/2022,0,0.142
22190178,BRONX,10471,06/09/2022,06/13/2022,0,0.096
22190547,STATEN ISLAND,10309,06/09/2022,06/10/2022,0,0.05
22190218,STATEN ISLAND,10309,06/09/2022,06/10/2022,1,0.146
22190203,STATEN ISLAND,10307,06/09/2022,06/10/2022,3,0.08
22190458,STATEN ISLAND,10306,06/09/2022,06/13/2022,3,0.08
22190361,BROOKLYN,11229,06/09/2022,06/10/2022,16,0.108
22190364,QUEENS,11412,06/09/2022,06/10/2022,1,0.121
22190322,BROOKLYN,11223,06/09/2022,06/10/2022,3,0.055
22190497,QUEENS,11418,06/09/2022,06/10/2022,1,0.014
22190267,STATEN ISLAND,10309,06/09/2022,06/15/2022,0,0.062
22190247,QUEENS,11427,06/09/2022,06/13/2022,6,0.125
22190278,BROOKLYN,11228,06/09/2022,06/10/2022,8,0.229
22190175,BRONX,10463,06/09/2022,06/15/2022,2,0.093
22190537,STATEN ISLAND,10303,06/09/2022,06/10/2022,0,0.161
22190479,BROOKLYN,11211,06/10/2022,06/21/2022,2,0.147
22190246,QUEENS,11432,06/10/2022,06/13/2022,2,0.111
22190568,QUEENS,11379,06/10/2022,06/13/2022,0,0.166
22190380,STATEN ISLAND,10310,06/10/2022,06/13/2022,18,0.074
22190260,STATEN ISLAND,10312,06/10/2022,06/13/2022,0,0.12
22190318,BROOKLYN,11212,06/10/2022,06/13/2022,0,0.113
22190513,STATEN ISLAND,10309,06/10/2022,06/16/2022,0,0.122
22190390,STATEN ISLAND,10312,06/10/2022,06/13/2022,0,0.149
22190194,QUEENS,11385,06/10/2022,06/21/2022,5,0.033
22190386,STATEN ISLAND,10308,06/10/2022,06/13/2022,0,0.142
22190414,STATEN ISLAND,10310,06/10/2022,06/13/2022,5,0.214
22190560,BROOKLYN,11224,06/10/2022,06/13/2022,12,0.127
22190214,STATEN ISLAND,10312,06/10/2022,06/13/2022,2,0.194
22190186,QUEENS,11415,06/10/2022,06/13/2022,2,0.072
22190286,QUEENS,11375,06/10/2022,06/13/2022,6,0.147
22190401,QUEENS,11103,06/10/2022,06/15/2022,2,0.088
22190359,BROOKLYN,11224,06/10/2022,06/13/2022,0,0.114
22190389,STATEN ISLAND,10312,06/10/2022,06/13/2022,1,0.074
22190408,QUEENS,11357,06/10/2022,06/13/2022,11,0.233
22190301,STATEN ISLAND,10304,06/10/2022,06/13/2022,69,0.194
22190472,STATEN ISLAND,10309,06/10/2022,06/13/2022,3,0.142
22190254,QUEENS,11385,06/10/2022,06/13/2022,6,0.123
22190201,QUEENS,11693,06/10/2022,06/15/2022,9,0.141
22190572,QUEENS,11361,06/10/2022,06/13/2022,3,0.047
22190166,STATEN ISLAND,10314,06/10/2022,06/15/2022,0,0.132
22190357,BROOKLYN,11218,06/10/2022,06/13/2022,6,0.15
22190334,QUEENS,11363,06/11/2022,06/13/2022,0,0.161
22190379,STATEN ISLAND,10314,06/11/2022,06/13/2022,0,0.166
22190391,STATEN ISLAND,10309,06/11/2022,06/13/2022,0,0.092
22190327,QUEENS,11379,06/11/2022,06/13/2022,4,0.09
22190523,BROOKLYN,11234,06/11/2022,06/13/2022,9,0.132
22190432,STATEN ISLAND,10309,06/11/2022,06/13/2022,0,0.103
22190409,STATEN ISLAND,10306,06/11/2022,06/13/2022,0,0.142
22190493,QUEENS,11374,06/11/2022,06/21/2022,5,0.124
22190365,QUEENS,11373,06/11/2022,06/13/2022,6,0.057
22190366,QUEENS,11379,06/11/2022,06/15/2022,5,0.13
22190208,STATEN ISLAND,10314,06/11/2022,06/16/2022,0,0.078
22190527,QUEENS,11358,06/11/2022,06/13/2022,5,0.107
22190169,STATEN ISLAND,10306,06/11/2022,06/13/2022,0,0.127
22190242,QUEENS,11358,06/11/2022,06/13/2022,6,0.151
22190204,STATEN ISLAND,10314,06/11/2022,06/15/2022,4,0.181
22190160,STATEN ISLAND,10314,06/11/2022,06/15/2022,0,0.192
22190406,QUEENS,11358,06/12/2022,06/15/2022,5,0.245
22190440,Manhattan,10010,06/12/2022,06/15/2022,0,0.153
22190265,STATEN ISLAND,10309,06/12/2022,06/17/2022,2,0.079
22190553,BROOKLYN,11217,06/12/2022,06/15/2022,4,0.145
22190485,BROOKLYN,11223,06/12/2022,06/15/2022,2,0.085
22190451,QUEENS,11105,06/12/2022,06/15/2022,6,0.138
22190325,BROOKLYN,11234,06/12/2022,06/15/2022,10,0.086
22190532,QUEENS,11417,06/12/2022,06/15/2022,2,0.148
22190515,BRONX,10471,06/12/2022,06/15/2022,0,0.15
22190337,QUEENS,11691,06/12/2022,06/15/2022,2,0.199
22190441,BROOKLYN,11218,06/12/2022,06/15/2022,4,0.072
22190530,QUEENS,11365,06/12/2022,06/22/2022,19,3.197
22190576,QUEENS,11101,06/12/2022,06/15/2022,55,0.241
22190505,STATEN ISLAND,10305,06/13/2022,06/15/2022,0,0.063
22190467,STATEN ISLAND,10306,06/13/2022,06/15/2022,0,0.188
22190263,STATEN ISLAND,10312,06/13/2022,06/15/2022,0,0.103
22190211,STATEN ISLAND,10308,06/13/2022,06/15/2022,0,0.084
22190496,QUEENS,11415,06/13/2022,06/15/2022,0,0.079
22190330,QUEENS,11104,06/13/2022,06/23/2022,6,0.149
22190465,STATEN ISLAND,10306,06/13/2022,06/15/2022,0,0.069
22190442,BROOKLYN,11234,06/13/2022,06/15/2022,8,0.157
22190491,QUEENS,11357,06/13/2022,06/15/2022,7,0.112
22190539,STATEN ISLAND,10305,06/13/2022,06/15/2022,0,0.114
22190431,STATEN ISLAND,10301,06/13/2022,06/16/2022,9,0.097
22190219,STATEN ISLAND,10309,06/13/2022,06/15/2022,1,0.111
22190339,STATEN ISLAND,10314,06/13/2022,06/15/2022,300,0.176
22190492,QUEENS,11375,06/13/2022,06/15/2022,3,0.068
22190262,STATEN ISLAND,10309,06/13/2022,06/15/2022,2,0.221
22190248,QUEENS,11432,06/13/2022,06/15/2022,1,0.12
22190489,QUEENS,11379,06/13/2022,06/15/2022,8,0.131
22190514,STATEN ISLAND,10309,06/13/2022,06/15/2022,0,0.148
22190449,QUEENS,11435,06/13/2022,06/15/2022,0,0.114
22190549,STATEN ISLAND,10309,06/13/2022,06/15/2022,0,0.103
22190404,QUEENS,11354,06/13/2022,06/15/2022,16,0.03
22190370,QUEENS,11358,06/13/2022,06/16/2022,6,0.133
22190271,BROOKLYN,11231,06/13/2022,06/15/2022,0,0.01
22190573,QUEENS,11362,06/13/2022,06/15/2022,5,0.1
22190165,STATEN ISLAND,10314,06/14/2022,06/16/2022,1,0.172
22190285,QUEENS,11379,06/14/2022,06/17/2022,9,0.109
22190510,STATEN ISLAND,10308,06/14/2022,06/16/2022,0,0.114
22190535,STATEN ISLAND,10310,06/14/2022,06/17/2022,3,0.145
22190439,BROOKLYN,11234,06/14/2022,06/15/2022,4,0.146
22190484,BROOKLYN,11224,06/14/2022,06/15/2022,0,0.163
22190394,Manhattan,10128,06/14/2022,06/15/2022,10,0.114
22190161,STATEN ISLAND,10314,06/14/2022,06/15/2022,1,0.11
22190249,QUEENS,11428,06/14/2022,06/15/2022,20,0.077
22190349,STATEN ISLAND,10309,06/14/2022,06/16/2022,1,0.112
22190428,STATEN ISLAND,10308,06/14/2022,06/21/2022,0,0.136
22190548,STATEN ISLAND,10309,06/14/2022,06/15/2022,0,0.076
22190302,STATEN ISLAND,10314,06/14/2022,06/15/2022,2,0.122
22190168,STATEN ISLAND,10306,06/14/2022,06/16/2022,2,0.134
22190396,BROOKLYN,11225,06/14/2022,06/21/2022,9,0.089
22190280,BROOKLYN,11224,06/14/2022,06/17/2022,0,0.093
22190200,QUEENS,11358,06/15/2022,06/16/2022,5,0.132
22190436,STATEN ISLAND,10306,06/15/2022,06/17/2022,0,0.139
22190256,STATEN ISLAND,10310,06/15/2022,06/15/2022,2,0.146
22190474,Manhattan,10018,06/15/2022,06/21/2022,4,0.116
22190206,STATEN ISLAND,10314,06/15/2022,06/16/2022,0,0.14
22190190,QUEENS,11378,06/15/2022,06/16/2022,5,0.142
22190434,STATEN ISLAND,10312,06/15/2022,06/22/2022,0,0.086
22190352,STATEN ISLAND,10306,06/15/2022,06/16/2022,0,0.167
22190473,STATEN ISLAND,10306,06/15/2022,06/17/2022,2,0.093
22190571,QUEENS,11354,06/15/2022,06/16/2022,3,0.054
22190309,STATEN ISLAND,10312,06/15/2022,06/17/2022,0,0.104
